eventCode,teamNumber,name,year
CADA,5012,Safety Award sponsored by Underwriters Laboratories,2017
CADA,5012,Imagery Award in honor of Jack Kamen,2017
OKOK,5013,Creativity Award sponsored by Xerox,2017
ABCA,5015,Regional Finalists,2017
ABCA,5015,Wildcard,2017
NYLI,5016,Regional Engineering Inspiration Award,2017
NYLI,5016,Safety Award sponsored by Underwriters Laboratories,2017
ONLON,5024,District Chairman's Award,2017
ONLON,5024,District Event Winner,2017
ONTO1,5024,District Event Finalist,2017
ONTO1,5024,Safety Award sponsored by Underwriters Laboratories,2017
ONTO1,5024,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
ONCMP,5024,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
NYRO,5030,FIRST Dean's List Finalist Award,2017
NYNY,5030,Quality Award sponsored by Motorola Solutions Foundation,2017
ONOSH,5036,Team Spirit Award sponsored by FCA Foundation,2017
ISDE1,5038,Creativity Award sponsored by Xerox,2017
MIMAR,5046,Creativity Award sponsored by Xerox,2017
MITRY,5048,District Event Finalist,2017
MIMAR,5048,Imagery Award in honor of Jack Kamen,2017
MILIV,5050,Industrial Design Award sponsored by General Motors,2017
MIBRO,5050,Innovation in Control Award sponsored by Rockwell Automation,2017
MIANN,5053,District Event Winner,2017
MIBRO,5053,District Event Winner,2017
MIANN,5053,Excellence in Engineering Award sponsored by Delphi,2017
MIBRO,5053,Quality Award sponsored by Motorola Solutions Foundation,2017
MIKEN,5056,Judges' Award,2017
MIANN,5066,District Event Winner,2017
MICMP1,5066,Industrial Design Award sponsored by General Motors,2017
MISHE,5066,Industrial Design Award sponsored by General Motors,2017
MIKEN,5066,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
MIKET,5067,District Event Finalist,2017
MIKEN,5069,District Event Winner,2017
MIKEN,5069,Safety Award sponsored by Underwriters Laboratories,2017
MIKEN,5069,Industrial Design Award sponsored by General Motors,2017
MICMP2,5069,Judges' Award,2017
TXHO,5070,Safety Award sponsored by Underwriters Laboratories,2017
MIESC,5072,Excellence in Engineering Award sponsored by Delphi,2017
GACMP,5074,District Championship Winner,2017
GAALB,5074,Industrial Design Award sponsored by General Motors,2017
ONTO2,5076,District Event Finalist,2017
ONTO2,5076,Creativity Award sponsored by Xerox,2017
MIKET,5084,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
MIKET,5086,District Engineering Inspiration Award,2017
MIKET,5086,District Event Winner,2017
MICMP3,5086,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
MITVC,5086,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
AUSP,5087,Innovation in Control Award sponsored by Rockwell Automation,2017
MIWAT,5090,District Event Finalist,2017
CAMA,5104,Regional Finalists,2017
CAMA,5104,Wildcard,2017
MABRI,5112,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
PAHAT,5113,Imagery Award in honor of Jack Kamen,2017
NJTAB,5113,Imagery Award in honor of Jack Kamen,2017
MILAN,5114,District Chairman's Award,2017
MICMP4,5114,District Championship Winner,2017
MICMP,5114,District Championship Finalist,2017
MIKET,5114,District Event Finalist,2017
MIKET,5114,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
MDEDG,5115,District Event Winner,2017
MOKC,5119,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
MAREA,5122,Imagery Award in honor of Jack Kamen,2017
NYTR,5123,Regional Engineering Inspiration Award,2017
CALB,5124,Regional Winners,2017
ILCH,5125,FIRST Dean's List Finalist Award,2017
GADAL,5132,Industrial Design Award sponsored by General Motors,2017
CAVE,5136,Regional Finalists,2017
CAVE,5136,Wildcard,2017
MIANN,5144,District Event Finalist,2017
MIANN,5144,Judges' Award,2017
MIKET,5150,District Event Finalist,2017
MIMAR,5150,Quality Award sponsored by Motorola Solutions Foundation,2017
MILAN,5152,Imagery Award in honor of Jack Kamen,2017
MILIV,5156,District Event Finalist,2017
NCWIN,5160,District Event Finalist,2017
NCWIN,5160,Judges' Award,2017
MISHE,5162,District Event Finalist,2017
MICMP1,5162,Creativity Award sponsored by Xerox,2017
MIMID,5166,District Event Finalist,2017
MIKE2,5166,District Event Finalist,2017
MIMID,5166,Safety Award sponsored by Underwriters Laboratories,2017
CASJ,5171,Industrial Design Award sponsored by General Motors,2017
MNMI,5172,Regional Winners,2017
MNDU2,5172,Safety Award sponsored by Underwriters Laboratories,2017
MNMI,5172,Quality Award sponsored by Motorola Solutions Foundation,2017
MIGAY,5183,District Event Finalist,2017
NCRAL,5190,District Event Winner,2017
NCWIN,5190,District Event Finalist,2017
NCCMP,5190,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
NCWIN,5190,Quality Award sponsored by Motorola Solutions Foundation,2017
NCRAL,5190,Quality Award sponsored by Motorola Solutions Foundation,2017
ORWIL,5198,District Event Winner,2017
ORORE,5198,District Event Finalist,2017
CASD,5199,Regional Finalists,2017
CASD,5199,Quality Award sponsored by Motorola Solutions Foundation,2017
MIMAR,5201,Judges' Award,2017
MILAK,5204,District Event Winner,2017
MIGUL,5204,District Event Finalist,2017
MILAK,5205,District Event Finalist,2017
MILAN,5205,Excellence in Engineering Award sponsored by Delphi,2017
MIKET,5214,Creativity Award sponsored by Xerox,2017
MIKET,5215,District Event Winner,2017
MISHE,5216,Safety Award sponsored by Underwriters Laboratories,2017
MIMID,5216,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
MIGUL,5227,Innovation in Control Award sponsored by Rockwell Automation,2017
MIGAY,5230,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
MIKE2,5234,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
MILAN,5234,Creativity Award sponsored by Xerox,2017
NYTR,5236,Imagery Award in honor of Jack Kamen,2017
CHCMP,5243,Regional Engineering Inspiration Award,2017
MDEDG,5243,District Engineering Inspiration Award,2017
FLWP,5243,Safety Award sponsored by Underwriters Laboratories,2017
MDBET,5243,Team Spirit Award sponsored by FCA Foundation,2017
MILAK,5248,Safety Award sponsored by Underwriters Laboratories,2017
MNDU,5253,Regional Finalists,2017
MISHE,5257,Team Spirit Award sponsored by FCA Foundation,2017
MIKET,5260,Judges' Award,2017
MIANN,5263,Creativity Award sponsored by Xerox,2017
CHCMP,5279,District Championship Winner,2017
VAGLE,5279,District Event Finalist,2017
ONLON,5288,Creativity Award sponsored by Xerox,2017
ISDE2,5291,Excellence in Engineering Award sponsored by Delphi,2017
ISDE1,5291,Quality Award sponsored by Motorola Solutions Foundation,2017
WAAHS,5295,Team Spirit Award sponsored by FCA Foundation,2017
GUSH,5308,Creativity Award sponsored by Xerox,2017
NJFLA,5310,Imagery Award in honor of Jack Kamen,2017
NJBRI,5310,Imagery Award in honor of Jack Kamen,2017
MXTO,5312,Quality Award sponsored by Motorola Solutions Foundation,2017
MIWMI,5316,District Event Finalist,2017
MIWMI,5316,Imagery Award in honor of Jack Kamen,2017
MDBET,5338,District Event Finalist,2017
MDBET,5338,Imagery Award in honor of Jack Kamen,2017
PAHAT,5401,District Engineering Inspiration Award,2017
NJTAB,5401,District Event Finalist,2017
MRCMP,5401,Safety Award sponsored by Underwriters Laboratories,2017
PAHAT,5401,Safety Award sponsored by Underwriters Laboratories,2017
NJTAB,5401,Safety Award sponsored by Underwriters Laboratories,2017
MRCMP,5401,Quality Award sponsored by Motorola Solutions Foundation,2017
NJTAB,5401,Quality Award sponsored by Motorola Solutions Foundation,2017
MRCMP,5404,Judges' Award,2017
ONTO2,5406,District Engineering Inspiration Award,2017
ONBAR,5406,District Event Winner,2017
ONHAM,5406,District Event Finalist,2017
ONTO2,5406,Industrial Design Award sponsored by General Motors,2017
ONCMP,5406,Judges' Award,2017
ONHAM,5406,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
PAPHI,5407,District Event Finalist,2017
MRCMP,5407,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
PAPHI,5407,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
PAWCH,5407,Creativity Award sponsored by Xerox,2017
ONHAM,5409,Quality Award sponsored by Motorola Solutions Foundation,2017
TXSA,5410,Creativity Award sponsored by Xerox,2017
LAKE,5410,Imagery Award in honor of Jack Kamen,2017
OHCL,5413,Regional Engineering Inspiration Award,2017
OHSP,5413,FIRST Dean's List Finalist Award,2017
TXWA,5414,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
TXHO,5414,Imagery Award in honor of Jack Kamen,2017
TXDA,5417,Regional Winners,2017
TXDA,5417,Judges' Award,2017
TXWO,5417,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
TURING,5417,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
PAPHI,5420,District Event Winner,2017
PAPHI,5420,Safety Award sponsored by Underwriters Laboratories,2017
PAPHI,5420,Creativity Award sponsored by Xerox,2017
NECMP,5422,Regional Engineering Inspiration Award,2017
CTHAR,5422,District Engineering Inspiration Award,2017
CTHAR,5422,Safety Award sponsored by Underwriters Laboratories,2017
NHGRS,5422,Safety Award sponsored by Underwriters Laboratories,2017
NHGRS,5422,Innovation in Control Award sponsored by Rockwell Automation,2017
MIMID,5424,District Engineering Inspiration Award,2017
ONTO2,5428,Quality Award sponsored by Motorola Solutions Foundation,2017
NVLV,5429,FIRST Dean's List Finalist Award,2017
HOPPER,5429,Championship Subdivision Finalist,2017
TXWA,5431,FIRST Dean's List Finalist Award,2017
TXWA,5431,Team Spirit Award sponsored by FCA Foundation,2017
TXDA,5431,Imagery Award in honor of Jack Kamen,2017
MIKE2,5436,District Engineering Inspiration Award,2017
MITRY,5436,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
GALILEO,5437,Engineering Inspiration Award,2017
OKOK,5437,Regional Engineering Inspiration Award,2017
GALILEO,5437,Championship Subdivision Finalist,2017
ARLI,5437,Team Spirit Award sponsored by FCA Foundation,2017
WILA,5442,Regional Winners,2017
QCMO,5443,Imagery Award in honor of Jack Kamen,2017
GUSH,5449,Woodie Flowers Finalist Award,2017
GUSH,5449,Judges' Award,2017
ORLAK,5450,Innovation in Control Award sponsored by Rockwell Automation,2017
GUSH,5451,Excellence in Engineering Award sponsored by Delphi,2017
HOPPER,5458,Championship Subdivision Finalist,2017
NECMP,5459,FIRST Dean's List Finalist Award,2017
MITRY,5460,District Event Winner,2017
MITRY,5460,Judges' Award,2017
MIKET,5460,Excellence in Engineering Award sponsored by Delphi,2017
MIGUL,5462,District Event Finalist,2017
MICMP3,5462,Quality Award sponsored by Motorola Solutions Foundation,2017
MNMI2,5464,Regional Finalists,2017
MNMI2,5464,Woodie Flowers Finalist Award,2017
MNMI2,5464,Wildcard,2017
MISOU,5467,District Event Finalist,2017
PNCMP,5468,Judges' Award,2017
WASPO,5468,Excellence in Engineering Award sponsored by Delphi,2017
ORORE,5468,Imagery Award in honor of Jack Kamen,2017
TXWA,5472,Regional Engineering Inspiration Award,2017
INMIS,5484,District Event Winner,2017
INMIS,5484,Team Spirit Award sponsored by FCA Foundation,2017
INCMP,5484,Team Spirit Award sponsored by FCA Foundation,2017
INPMH,5484,Team Spirit Award sponsored by FCA Foundation,2017
PAHAT,5490,Creativity Award sponsored by Xerox,2017
MIWAT,5498,Safety Award sponsored by Underwriters Laboratories,2017
MIBRO,5498,Safety Award sponsored by Underwriters Laboratories,2017
MIBRO,5498,Excellence in Engineering Award sponsored by Delphi,2017
CMPTX,5499,Championship Winner,2017
ROEBLING,5499,Championship Subdivision Winner,2017
IDBO,5499,Regional Winners,2017
CASF,5499,Industrial Design Award sponsored by General Motors,2017
IDBO,5499,Quality Award sponsored by Motorola Solutions Foundation,2017
MILSU,5501,District Event Winner,2017
INMIS,5502,District Event Finalist,2017
MIGAY,5505,District Event Winner,2017
MITVC,5505,District Event Winner,2017
MITVC,5505,Judges' Award,2017
MIGAY,5505,Team Spirit Award sponsored by FCA Foundation,2017
MICMP3,5505,Team Spirit Award sponsored by FCA Foundation,2017
CASF,5507,Team Spirit Award sponsored by FCA Foundation,2017
MICMP3,5509,District Championship Finalist,2017
MIMID,5509,Industrial Design Award sponsored by General Motors,2017
CMPTX,5511,FIRST Dean's List Award,2017
NCCMP,5511,FIRST Dean's List Finalist Award,2017
NCASH,5511,District Event Winner,2017
NCWIN,5511,District Event Finalist,2017
NCCMP,5511,Safety Award sponsored by Underwriters Laboratories,2017
NCASH,5511,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
CARVER,5511,Quality Award sponsored by Motorola Solutions Foundation,2017
GUSH,5515,Regional Chairman's Award,2017
GUSH,5515,FIRST Dean's List Finalist Award,2017
GUSH,5516,Regional Finalists,2017
GUSH,5516,Wildcard,2017
NCGRE,5518,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
NCRAL,5518,Imagery Award in honor of Jack Kamen,2017
GUSH,5522,Quality Award sponsored by Motorola Solutions Foundation,2017
MIHOW,5523,Creativity Award sponsored by Xerox,2017
TXHO,5526,Regional Engineering Inspiration Award,2017
TXHO,5526,Regional Winners,2017
QCMO,5528,Regional Winners,2017
QCMO,5528,Industrial Design Award sponsored by General Motors,2017
MIANN,5530,District Event Finalist,2017
MIHOW,5530,District Event Finalist,2017
MIANN,5530,Innovation in Control Award sponsored by Rockwell Automation,2017
NCGRE,5544,District Event Winner,2017
NCGRE,5544,Excellence in Engineering Award sponsored by Delphi,2017
VAPOR,5546,Innovation in Control Award sponsored by Rockwell Automation,2017
MILSU,5547,District Event Winner,2017
QCMO,5553,Regional Chairman's Award,2017
QCMO,5553,Regional Winners,2017
ISDE2,5554,Team Spirit Award sponsored by FCA Foundation,2017
ISDE3,5554,Team Spirit Award sponsored by FCA Foundation,2017
MAREA,5556,District Event Winner,2017
MITVC,5560,Industrial Design Award sponsored by General Motors,2017
MICMP3,5561,District Championship Winner,2017
MIKET,5561,Industrial Design Award sponsored by General Motors,2017
MABRI,5563,District Event Winner,2017
MISJO,5567,District Event Winner,2017
TXSA,5572,Regional Finalists,2017
TXSA,5572,Wildcard,2017
TXSA,5572,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
IACF,5576,Quality Award sponsored by Motorola Solutions Foundation,2017
MIBRO,5577,District Event Winner,2017
GACOL,5582,Safety Award sponsored by Underwriters Laboratories,2017
GACMP,5582,Safety Award sponsored by Underwriters Laboratories,2017
GAGAI,5582,Safety Award sponsored by Underwriters Laboratories,2017
GACOL,5582,Imagery Award in honor of Jack Kamen,2017
GAGAI,5582,Imagery Award in honor of Jack Kamen,2017
AUSC,5584,Team Spirit Award sponsored by FCA Foundation,2017
VAHAY,5587,Team Spirit Award sponsored by FCA Foundation,2017
WAAMV,5588,District Event Finalist,2017
WASNO,5588,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
PNCMP,5588,Team Spirit Award sponsored by FCA Foundation,2017
HOPPER,5588,Team Spirit Award sponsored by FCA Foundation,2017
WAAMV,5588,Excellence in Engineering Award sponsored by Delphi,2017
ONTO1,5596,District Event Winner,2017
MIMID,5603,Team Spirit Award sponsored by FCA Foundation,2017
MICMP4,5603,Team Spirit Award sponsored by FCA Foundation,2017
MIANN,5603,Team Spirit Award sponsored by FCA Foundation,2017
AUSP,5606,Industrial Design Award sponsored by General Motors,2017
GADAL,5608,Excellence in Engineering Award sponsored by Delphi,2017
ROEBLING,5614,Championship Subdivision Finalist,2017
ISDE2,5614,District Event Finalist,2017
ROEBLING,5614,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
ISDE2,5614,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
ISCMP,5614,Team Spirit Award sponsored by FCA Foundation,2017
ISDE4,5614,Imagery Award in honor of Jack Kamen,2017
QCMO,5618,Regional Engineering Inspiration Award,2017
QCMO,5618,Regional Finalists,2017
MIGUL,5623,District Event Winner,2017
MILAK,5623,Team Spirit Award sponsored by FCA Foundation,2017
CMPTX,5627,FIRST Dean's List Award,2017
CASD,5627,FIRST Dean's List Finalist Award,2017
CASD,5627,Safety Award sponsored by Underwriters Laboratories,2017
CASD,5627,Imagery Award in honor of Jack Kamen,2017
GAALB,5632,Judges' Award,2017
GACOL,5632,Team Spirit Award sponsored by FCA Foundation,2017
ISDE4,5635,Industrial Design Award sponsored by General Motors,2017
AUSP,5648,Regional Winners,2017
GALILEO,5654,Championship Subdivision Winner,2017
ISCMP,5654,District Championship Winner,2017
ISDE1,5654,District Event Finalist,2017
MILSU,5660,District Event Finalist,2017
MIMID,5661,District Event Winner,2017
AUSP,5663,Regional Engineering Inspiration Award,2017
CAIR,5665,FIRST Dean's List Finalist Award,2017
CAIR,5665,Judges' Award,2017
NJBRI,5666,Team Spirit Award sponsored by FCA Foundation,2017
NJSKI,5666,Team Spirit Award sponsored by FCA Foundation,2017
MIWMI,5675,District Event Winner,2017
MIGUL,5675,District Event Winner,2017
MIGUL,5675,Excellence in Engineering Award sponsored by Delphi,2017
CASJ,5677,Regional Finalists,2017
CASJ,5677,Wildcard,2017
NCASH,5679,District Event Winner,2017
NCASH,5679,Creativity Award sponsored by Xerox,2017
CARSON,5687,Championship Subdivision Winner,2017
NHGRS,5687,District Event Winner,2017
MABOS,5687,District Event Finalist,2017
MELEW,5687,Industrial Design Award sponsored by General Motors,2017
NHGRS,5687,Excellence in Engineering Award sponsored by Delphi,2017
NECMP,5687,Quality Award sponsored by Motorola Solutions Foundation,2017
MABOS,5687,Innovation in Control Award sponsored by Rockwell Automation,2017
ONWAT,5689,Safety Award sponsored by Underwriters Laboratories,2017
IACF,5690,Regional Winners,2017
MNDU,5690,Regional Finalists,2017
MXTL,5696,Regional Winners,2017
CASF,5700,FIRST Dean's List Finalist Award,2017
CASF,5700,Imagery Award in honor of Jack Kamen,2017
MXTO,5705,FIRST Dean's List Finalist Award,2017
MXTO,5705,Regional Finalists,2017
MXTO,5705,Wildcard,2017
MXTO,5705,Judges' Award,2017
MILSU,5709,District Event Finalist,2017
MIGAY,5709,Judges' Award,2017
ARCHIMEDES,5709,Judges' Award,2017
MILSU,5709,Excellence in Engineering Award sponsored by Delphi,2017
MISHE,5712,District Event Finalist,2017
ISDE2,5715,Judges' Award,2017
ISDE1,5715,Team Spirit Award sponsored by FCA Foundation,2017
ONTO2,5719,Judges' Award,2017
CASJ,5728,FIRST Dean's List Finalist Award,2017
OKOK,5730,Industrial Design Award sponsored by General Motors,2017
MAREA,5735,Excellence in Engineering Award sponsored by Delphi,2017
NYLI,5736,Regional Finalists,2017
NYLI,5736,Wildcard,2017
PACA,5740,FIRST Dean's List Finalist Award,2017
ISDE1,5747,District Event Finalist,2017
ISDE1,5747,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
WAAHS,5748,Creativity Award sponsored by Xerox,2017
MICEN,5756,Judges' Award,2017
CODE,5763,Innovation in Control Award sponsored by Rockwell Automation,2017
MOKC,5801,Regional Winners,2017
CAIR,5802,Industrial Design Award sponsored by General Motors,2017
CAVE,5802,Team Spirit Award sponsored by FCA Foundation,2017
WAAMV,5803,District Event Winner,2017
WAMOU,5803,District Event Winner,2017
WAAMV,5803,Industrial Design Award sponsored by General Motors,2017
WAMOU,5803,Industrial Design Award sponsored by General Motors,2017
CMPMO,5806,FIRST Dean's List Award,2017
NYNY,5806,FIRST Dean's List Finalist Award,2017
CMPMO,5811,FIRST Dean's List Award,2017
OHSP,5811,FIRST Dean's List Finalist Award,2017
NECMP,5813,District Championship Finalist,2017
NHBED,5813,Creativity Award sponsored by Xerox,2017
FLOR,5816,FIRST Dean's List Finalist Award,2017
CAMA,5817,Excellence in Engineering Award sponsored by Delphi,2017
CAIR,5817,Imagery Award in honor of Jack Kamen,2017
CAVE,5818,Regional Finalists,2017
CAVE,5818,Wildcard,2017
CASD,5818,Excellence in Engineering Award sponsored by Delphi,2017
CAVE,5818,Excellence in Engineering Award sponsored by Delphi,2017
ILPE,5822,FIRST Dean's List Finalist Award,2017
GUSH,5823,Safety Award sponsored by Underwriters Laboratories,2017
GUSH,5823,Imagery Award in honor of Jack Kamen,2017
WAAMV,5827,Safety Award sponsored by Underwriters Laboratories,2017
WASNO,5827,Safety Award sponsored by Underwriters Laboratories,2017
WAAMV,5827,Team Spirit Award sponsored by FCA Foundation,2017
WASNO,5827,Excellence in Engineering Award sponsored by Delphi,2017
GAALB,5828,District Event Winner,2017
TXHO,5829,Regional Finalists,2017
TXHO,5829,Wildcard,2017
VAPOR,5830,Imagery Award in honor of Jack Kamen,2017
GUSH,5839,Regional Finalists,2017
GUSH,5839,Wildcard,2017
GUSH,5839,Industrial Design Award sponsored by General Motors,2017
TXWO,5842,Regional Winners,2017
TXWO,5842,Industrial Design Award sponsored by General Motors,2017
ALHU,5842,Excellence in Engineering Award sponsored by Delphi,2017
NEWTON,5842,Creativity Award sponsored by Xerox,2017
MIWAT,5843,Excellence in Engineering Award sponsored by Delphi,2017
MIMAR,5843,Innovation in Control Award sponsored by Rockwell Automation,2017
RIPRO,5846,District Event Finalist,2017
MABRI,5846,Judges' Award,2017
ILPE,5847,Regional Finalists,2017
ILCH,5847,Regional Finalists,2017
ILPE,5847,Wildcard,2017
ILCH,5847,Safety Award sponsored by Underwriters Laboratories,2017
NCASH,5854,District Engineering Inspiration Award,2017
NCCMP,5854,Imagery Award in honor of Jack Kamen,2017
NCGRE,5854,Imagery Award in honor of Jack Kamen,2017
MIMAR,5860,Team Spirit Award sponsored by FCA Foundation,2017
ONBAR,5870,District Engineering Inspiration Award,2017
ONLON,5870,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
UTWV,5871,Judges' Award,2017
FLWP,5872,Innovation in Control Award sponsored by Rockwell Automation,2017
AUSP,5876,FIRST Dean's List Finalist Award,2017
AUSP,5876,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
MIESC,5878,District Engineering Inspiration Award,2017
MISHE,5878,Judges' Award,2017
ABCA,5883,FIRST Dean's List Finalist Award,2017
CURIE,5885,Judges' Award,2017
ONWIN,5885,Excellence in Engineering Award sponsored by Delphi,2017
ONWIN,5885,Imagery Award in honor of Jack Kamen,2017
MXTL,5887,Regional Finalists,2017
MXTL,5887,Wildcard,2017
MXTL,5887,Quality Award sponsored by Motorola Solutions Foundation,2017
ARLI,5889,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
NYNY,5891,Regional Winners,2017
NEWTON,5892,Championship Subdivision Winner,2017
CMPTX,5892,Championship Finalist,2017
AUSC,5893,Judges' Award,2017
NJTAB,5895,District Event Winner,2017
NJTAB,5895,Industrial Design Award sponsored by General Motors,2017
ABCA,5897,Woodie Flowers Finalist Award,2017
GADAL,5900,District Event Finalist,2017
GAGAI,5900,Team Spirit Award sponsored by FCA Foundation,2017
GADAL,5900,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
NHGRS,5902,Team Spirit Award sponsored by FCA Foundation,2017
MILIV,5907,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
TXSA,5908,Regional Winners,2017
QCMO,5910,FIRST Dean's List Finalist Award,2017
QCMO,5910,Creativity Award sponsored by Xerox,2017
ONTO2,5911,District Event Finalist,2017
MICEN,5915,District Engineering Inspiration Award,2017
MICEN,5915,District Event Finalist,2017
MIBRO,5915,Judges' Award,2017
MICMP2,5915,Team Spirit Award sponsored by FCA Foundation,2017
WASPO,5920,District Event Winner,2017
WASPO,5920,Industrial Design Award sponsored by General Motors,2017
WAELL,5920,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
CASF,5924,Volunteer of the Year,2017
MIKE2,5926,Imagery Award in honor of Jack Kamen,2017
ISDE3,5928,Judges' Award,2017
WAAHS,5937,District Event Winner,2017
MDOWI,5945,Imagery Award in honor of Jack Kamen,2017
VAGLE,5950,Judges' Award,2017
ISDE1,5951,District Engineering Inspiration Award,2017
NYTR,5952,Regional Winners,2017
NYTR,5952,Creativity Award sponsored by Xerox,2017
VAPOR,5954,District Event Finalist,2017
VAGLE,5957,District Event Winner,2017
VAGLE,5957,Creativity Award sponsored by Xerox,2017
MXTO,5959,Safety Award sponsored by Underwriters Laboratories,2017
MXTO,5959,Imagery Award in honor of Jack Kamen,2017
TXSA,5960,Regional Finalists,2017
TXSA,5960,Wildcard,2017
NHBED,5962,Team Spirit Award sponsored by FCA Foundation,2017
ORLAK,5970,Quality Award sponsored by Motorola Solutions Foundation,2017
ORLAK,5975,District Event Finalist,2017
ORLAK,5975,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
WIMI,5976,Regional Finalists,2017
WIMI,5976,Wildcard,2017
MILAK,5980,District Engineering Inspiration Award,2017
MIWMI,5980,District Event Winner,2017
MIWMI,5980,Creativity Award sponsored by Xerox,2017
MICMP1,5980,Quality Award sponsored by Motorola Solutions Foundation,2017
MIMID,5982,Judges' Award,2017
AUSC,5983,Imagery Award in honor of Jack Kamen,2017
AUSP,5985,Regional Chairman's Award,2017
AUSC,5985,FIRST Dean's List Finalist Award,2017
AUSP,5985,Safety Award sponsored by Underwriters Laboratories,2017
AUSC,5985,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
TXSA,5986,Innovation in Control Award sponsored by Rockwell Automation,2017
ISDE4,5987,District Engineering Inspiration Award,2017
ISDE4,5987,Safety Award sponsored by Underwriters Laboratories,2017
ISDE2,5987,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
FLWP,6001,Team Spirit Award sponsored by FCA Foundation,2017
MIMAR,6002,District Event Winner,2017
MILAK,6002,Imagery Award in honor of Jack Kamen,2017
MIGUL,6002,Imagery Award in honor of Jack Kamen,2017
NCWIN,6003,Excellence in Engineering Award sponsored by Delphi,2017
NCRAL,6004,District Event Winner,2017
ABCA,6008,Industrial Design Award sponsored by General Motors,2017
ONTO1,6009,Team Spirit Award sponsored by FCA Foundation,2017
INMIS,6012,Judges' Award,2017
MIMID,6020,District Event Finalist,2017
MNDU,6022,Imagery Award in honor of Jack Kamen,2017
NYTR,6024,Quality Award sponsored by Motorola Solutions Foundation,2017
CASD,6025,Regional Engineering Inspiration Award,2017
OKOK,6026,Regional Winners,2017
OHCL,6027,Imagery Award in honor of Jack Kamen,2017
OHSP,6032,Team Spirit Award sponsored by FCA Foundation,2017
AUSP,6035,Imagery Award in honor of Jack Kamen,2017
ONTO1,6052,District Event Finalist,2017
MILAK,6053,District Event Finalist,2017
AUSC,6061,Regional Finalists,2017
AUSC,6061,Wildcard,2017
AUSC,6061,Quality Award sponsored by Motorola Solutions Foundation,2017
AUSC,6062,Creativity Award sponsored by Xerox,2017
MIKE2,6066,District Event Finalist,2017
ONLON,6070,District Event Winner,2017
ONHAM,6070,Safety Award sponsored by Underwriters Laboratories,2017
ONHAM,6070,Team Spirit Award sponsored by FCA Foundation,2017
ONLON,6070,Team Spirit Award sponsored by FCA Foundation,2017
MIKE2,6073,Team Spirit Award sponsored by FCA Foundation,2017
MICMP4,6075,District Championship Winner,2017
MICMP,6075,District Championship Finalist,2017
MITVC,6075,District Event Finalist,2017
MITVC,6075,Creativity Award sponsored by Xerox,2017
WASPO,6076,District Event Winner,2017
MICMP,6077,FIRST Dean's List Finalist Award,2017
MILSU,6077,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
MIGAY,6077,Innovation in Control Award sponsored by Rockwell Automation,2017
MIGAY,6086,District Event Finalist,2017
MIGAY,6086,Creativity Award sponsored by Xerox,2017
MITVC,6097,District Event Finalist,2017
MIKET,6098,Team Spirit Award sponsored by FCA Foundation,2017
MITVC,6098,Team Spirit Award sponsored by FCA Foundation,2017
MIANN,6101,District Event Winner,2017
ISDE4,6104,Team Spirit Award sponsored by FCA Foundation,2017
MICEN,6108,Industrial Design Award sponsored by General Motors,2017
